,0,1,2
[[ 72.  62.]],-9.588229534243947,-9.587870613977683,-9.587033458548225
[[ 73.  57.]],-9.59267360669049,-9.585346780242329,-9.584569792256092
[[ 74.  54.]],-9.527269102372486,-9.526112099117432,-9.52953635209675
[[ 74.  49.]],-9.474038664967644,-9.49941892133064,-9.473293408741098
[[ 74.  46.]],-9.416799911609623,-9.412897648254544,-9.486379205281915
[[ 73.  43.]],-9.370479457589967,-9.402560345367881,-9.36688140131859
[[ 72.  41.]],-9.39800293073984,-9.406562772002168,-9.435039625680027
[[ 61.  26.]],-9.515125638974329,-9.517190954145972,-9.525820531452563
[[ 47.  16.]],-9.751009852180868,-9.784146302810882,-9.79024484079283
[[ 36.  13.]],-9.815423589105519,-9.819238521699287,-9.819668076917733
[[ 34.  13.]],-9.804835504792997,-9.805683884564424,-9.832620196619793
[[ 23.  16.]],-9.863741992654543,-9.86505357172931,-9.865171452774007
[[ 20.  18.]],-9.866407517433103,-9.867192647902492,-9.871358158564552
[[ 18.  19.]],-9.859038401508194,-9.85961461526716,-9.859203268993042
[[ 16.  20.]],-9.851879048610467,-9.851044073305012,-9.851375632133257
[[ 12.  24.]],-9.850662525861347,-9.851940519680284,-9.850618035394511
[[  6.  28.]],-9.815748777815662,-9.816828919720264,-9.836472714835823
[[  2.  31.]],-9.78619584000936,-9.791346647091846,-9.786487404315476
[[  0.  34.]],-9.761421809463783,-9.768827752411836,-9.768743590272344
[[  3.  59.]],-9.647798717808113,-9.637162960606071,-9.647086766682923
[[  7.  65.]],-9.68603182862686,-9.599118330301724,-9.670943206252682
[[  8.  66.]],-9.585591456301133,-9.665109696019568,-9.53754838110518
[[ 10.  67.]],-9.696470719569863,-9.63678144143192,-9.679928447911548
[[ 11.  69.]],-9.649015622979077,-9.648570721566914,-9.603258040080256
[[ 13.  71.]],-9.649394298762664,-9.643012267027236,-9.594809716149516
[[ 35.  82.]],-9.59684323894059,-9.61732195978874,-9.568172471682844
[[ 51.  77.]],-9.857901601661416,-9.828581561524356,-9.821362917780998
[[ 60.  68.]],-9.871173663357995,-9.87072133845175,-9.86239372219864
[[ 61.  33.]],-9.872248928775246,-9.877931196805577,-9.871665372609938
[[ 13.  32.]],-9.91565633264183,-9.915792891303537,-9.917149723694497
[[ 11.  36.]],-9.91495951017651,-9.914894172250618,-9.915058988674833
[[  7.  50.]],-9.868216961723824,-9.868250935597237,-9.868720598910445
[[ 16.  68.]],-9.813369312541633,-9.818856951597585,-9.765955635997447
[[ 19.  71.]],-9.824372522935024,-9.791203616239734,-9.75758256008969
[[ 21.  72.]],-9.806094566727912,-9.794309945656265,-9.78640345635928
[[ 25.  75.]],-9.80879081582952,-9.827157609376542,-9.80735374429897
[[ 35.  77.]],-9.912503027295298,-9.887999443661434,-9.874921459228313
[[ 50.  27.]],-9.937395774603333,-9.937639784487148,-9.938005358511486
[[ 11.  41.]],-9.924539304357099,-9.924193838996915,-9.924181372713967
[[  9.  46.]],-9.90395385542914,-9.904103005693301,-9.904230447207537
[[ 10.  55.]],-9.874665349363822,-9.873335138184476,-9.879282734628806
[[ 16.  66.]],-9.8536801210884,-9.853976157830553,-9.814499339174246
[[ 26.  75.]],-9.843412991128695,-9.823882231177578,-9.818204059517534
[[ 41.  77.]],-9.905790782898821,-9.889364259799251,-9.879518801069443
[[ 43.  77.]],-9.907589089813722,-9.881234291984338,-9.877349980966246
[[ 63.  67.]],-9.816653944763939,-9.814629665795348,-9.814995346515426
[[ 71.  55.]],-9.675793401146919,-9.676715429410242,-9.677365249786682
[[ 71.  49.]],-9.661727453007568,-9.661093307729171,-9.661541131028404
[[ 71.  46.]],-9.617336539835957,-9.619044210771136,-9.649516099830256
[[ 66.  35.]],-9.658056480572434,-9.65701790533043,-9.65669636327741
[[ 65.  33.]],-9.622950811462207,-9.695830670261152,-9.685591589092654
[[ 60.  27.]],-9.711665643688656,-9.746962878044418,-9.726775192162695
[[ 41.  14.]],-9.793546638509543,-9.827390074088184,-9.82516847781643
[[ 36.  14.]],-9.837601559531162,-9.841032320865152,-9.837753316544367
[[ 33.  13.]],-9.829944704420637,-9.83465378436633,-9.845250551010151
[[ 30.  13.]],-9.831883931339934,-9.83428268410482,-9.84855482749004
[[ 27.  14.]],-9.83974114627018,-9.838829198544227,-9.849606873485769
[[ 24.  15.]],-9.847960944492806,-9.86579052297445,-9.856971283937296
[[ 19.  16.]],-9.83471485064968,-9.834432449542438,-9.83667405263146
[[ 14.  19.]],-9.819017048282884,-9.819679926504193,-9.821900955893184
[[  0.  28.]],-9.767955245130523,-9.760417335744435,-9.751109069849367
[[  1.  55.]],-9.68406660372151,-9.683032823762057,-9.681974114279344
[[ 11.  72.]],-9.558323476299195,-9.518722940069873,-9.380045928731873
[[ 13.  74.]],-9.550865140378818,-9.497238659218443,-9.369387241788939
[[ 19.  78.]],-9.540118081591864,-9.484542594801217,-9.521312190556367
[[ 22.  79.]],-9.576112756079207,-9.546767348298413,-9.475434489784172
[[ 43.  86.]],-9.20459359877231,-9.212314481084363,-9.057513969231502
[[ 60.  78.]],-9.429847761022065,-9.459626429668532,-9.338055381980217
[[ 63.  77.]],-9.405940184667198,-9.31808146413241,-9.234740816661061
[[ 68.  73.]],-9.383047162416851,-9.302773031136649,-9.126508100094854
[[ 70.  72.]],-9.122631804179653,-9.191298887650976,-8.773193428216272
[[ 72.  71.]],-9.02609381850093,-8.9857841418892,-8.547614878130487
[[ 76.  67.]],-8.935145438176043,-8.881007052207481,-8.598253446370991
[[ 78.  66.]],-8.745223424965403,-8.619991367892018,-8.157989176437521
[[ 82.  61.]],-8.669568918324458,-8.265842068730828,-8.258492887740726
[[ 83.  60.]],-8.477586174090996,-8.144563777725255,-8.574758764816924
[[ 83.  59.]],-8.670231793195796,-8.644709606871311,-8.348398014849451
[[ 84.  57.]],-8.581608683421802,-8.45449541583798,-8.441987708413508
[[ 85.  55.]],-8.442192423349299,-8.4655939531964,-8.333296541629045
[[ 85.  53.]],-8.404834608401742,-8.437701672101298,-8.433874320630286
[[ 86.  52.]],-8.243080522857896,-8.225243585313626,-8.275018649272115
[[ 86.  51.]],-8.036158595058202,-8.177451525204694,-8.260967105531021
[[ 86.  50.]],-8.204822511556374,-8.204651812466171,-8.319086164244592
[[ 86.  49.]],-8.056828930537996,-8.062585028222115,-8.109562944207948
[[ 86.  48.]],-7.9273602052741685,-7.928559674171729,-8.023892055274763
[[ 86.  46.]],-7.8084377667138485,-7.882672373733473,-7.897589357792528
[[ 85.  45.]],-7.6219530949420085,-7.840222160965418,-7.845140333816012
[[ 85.  44.]],-7.6542827210486095,-7.7621221495784285,-7.882615903048242
[[ 84.  43.]],-7.635140520914731,-7.7092403591720196,-7.678888617201418
[[ 84.  42.]],-7.4555914389400755,-7.5718536998976065,-7.626798569309071
[[ 82.  40.]],-7.680708875023048,-7.669411432831797,-7.871581551121662
[[ 82.  39.]],-7.464886498064103,-7.500767849353045,-7.530351680495813
[[ 81.  37.]],-6.88417133351432,-7.310876268104979,-7.309978373746516
[[ 79.  35.]],-6.750204529824695,-7.162233998183041,-7.328121379765651
[[ 72.  26.]],-6.22162311691861,-5.9489809013100885,-6.146167426891629
[[ 70.  25.]],-7.2452397250114275,-7.218868778891642,-7.386946228729358
[[ 68.  24.]],-7.075077398775878,-7.375817864486432,-7.522029588238928
[[ 61.  19.]],-7.7393612251129476,-7.774099775521088,-7.846867426323872
[[ 59.  17.]],-7.365830855505237,-7.412294506846575,-7.60328492612888
[[ 56.  15.]],-7.3951474543596305,-8.00222559278725,-7.449276500406603
[[ 53.  13.]],-7.204356833774804,-7.360124280974658,-8.478682691471903
[[ 50.  11.]],-7.089015003723812,-7.102870881085465,-7.504042999407327
[[ 47.  10.]],-7.822443731053991,-7.902123643265071,-7.953195222304082
[[ 44.   8.]],-7.324928032393088,-7.249099759158247,-7.636929278206046
[[ 41.   7.]],-6.965394405283796,-7.957462346872048,-8.103944173280578
[[ 37.   6.]],-6.873248353703391,-7.61057695608984,-7.4074574668358855
[[ 34.   5.]],-6.299073442570848,-6.337428113266008,-7.625404700160718
[[ 31.   6.]],-7.279514214239232,-8.650595371995975,-9.264289044195976
[[ 27.   6.]],-8.868806910928873,-9.283388414644001,-9.310315473284007
[[ 24.   7.]],-9.313853909102157,-9.444545919058793,-9.452999637561216
[[ 21.   8.]],-9.4853992325878,-9.624734361632065,-9.609767427915608
[[ 17.   9.]],-9.472867125781207,-9.499816327146577,-9.584033071412552
[[ 14.  10.]],-9.553059808616199,-9.556935651765805,-9.590254167550233
[[ 11.  11.]],-9.583285567019312,-9.58385873708122,-9.585472557501507
[[  9.  14.]],-9.71576360276731,-9.715093811318503,-9.717785378364713
[[  6.  15.]],-9.720330096869107,-9.722117182626574,-9.719006026461813
[[  3.  16.]],-9.728809568158825,-9.742034128924864,-9.734779767474723
[[  1.  18.]],-9.738218745566014,-9.761432019858896,-9.737951332761574
[[ 26.  81.]],-9.534248208817836,-9.518756248041322,-9.441019227673392
[[ 32.  83.]],-9.516098032992696,-9.568829539003696,-9.406682203815967
[[ 40.  84.]],-9.591834648307273,-9.583171395113043,-9.375485275981005
[[ 60.  73.]],-9.765207489585936,-9.763589943297092,-9.762385140678438
[[ 62.  72.]],-9.77305030360038,-9.760710226751026,-9.731908964101091
[[ 68.  63.]],-9.759000486708151,-9.743015320081817,-9.743165066522003
[[ 69.  62.]],-9.730391143450818,-9.731208995185158,-9.722314905792434
[[ 70.  60.]],-9.713767174237779,-9.703374707276742,-9.703169613899002
[[ 71.  57.]],-9.68740076388092,-9.687845545986043,-9.686088565797089
[[ 71.  56.]],-9.6896600943228,-9.688664632093557,-9.688572792804472
[[ 72.  51.]],-9.636021038392077,-9.636425798312496,-9.63676233517141
[[ 72.  49.]],-9.621599158254618,-9.624220317762788,-9.619438237302903
[[ 71.  45.]],-9.60382626463802,-9.604213214846867,-9.601638902243746
[[ 71.  44.]],-9.589542689557854,-9.591642614126,-9.589626726102237
[[ 70.  42.]],-9.620071047731107,-9.617084639554594,-9.630623529732071
[[ 69.  39.]],-9.601400640268778,-9.608899879161726,-9.606003080256494
[[ 68.  37.]],-9.595527294932602,-9.604029498615695,-9.60494727851082
[[ 60.  29.]],-9.829229750906832,-9.829082429423577,-9.829749673922704
[[ 50.  22.]],-9.893228141062977,-9.891806476616802,-9.891859425218044
[[ 48.  20.]],-9.866198571982759,-9.878164788667206,-9.882410650179569
[[ 43.  18.]],-9.885169438580606,-9.894180942770408,-9.890895773669122
[[ 40.  17.]],-9.882527561041002,-9.883467317620248,-9.883058427018652
[[ 33.  16.]],-9.883091113807764,-9.882905088854919,-9.895686836528268
[[ 20.  19.]],-9.872695637308592,-9.873344319447346,-9.874187880729526
[[ 18.  21.]],-9.875852921899275,-9.883500695708776,-9.876999596452665
[[ 12.  26.]],-9.867980704248273,-9.867867547093756,-9.868618181503557
[[  6.  33.]],-9.84622390343449,-9.846381812630343,-9.846153125199756
[[  2.  40.]],-9.801763808996732,-9.801562419602632,-9.80194546437895
[[  8.  65.]],-9.708360931275188,-9.69778675377171,-9.659216982999503
[[ 20.  79.]],-9.52825625352325,-9.53746988902044,-9.415954994981863
[[ 48.  83.]],-9.6262392933506,-9.564287774090284,-9.26704249770583
[[ 53.  81.]],-9.640417603390032,-9.604601526876692,-9.475248491750015
[[ 57.  78.]],-9.668123151317182,-9.625250542504316,-9.5624948786709
[[ 65.  70.]],-9.695419638076732,-9.709773955439477,-9.688147999331774
[[ 71.  54.]],-9.681594982878275,-9.682160058599653,-9.683026039962199
[[ 51.  21.]],-9.861736421921576,-9.853188083069806,-9.85399596731872
[[ 49.  19.]],-9.827838957955276,-9.833948802913492,-9.833048810226073
[[ 12.  37.]],-9.92763154383828,-9.927691341140537,-9.927777876942736
[[ 11.  38.]],-9.92206794727454,-9.92307038909508,-9.921765522919543
[[ 10.  39.]],-9.916024033917196,-9.915619334840413,-9.915549446005508
[[  9.  40.]],-9.907467249173218,-9.90733765279093,-9.907038790273873
[[  8.  42.]],-9.898515831726565,-9.898390868803109,-9.898235337431343
[[  8.  53.]],-9.867023970212298,-9.87006737421785,-9.858999270453397
[[  9.  57.]],-9.839206482068104,-9.837342493566519,-9.836123423963905
[[ 13.  64.]],-9.838365576995528,-9.792689109485416,-9.789769406112367
[[ 23.  73.]],-9.839115641705467,-9.83649617889112,-9.819724792043502
[[ 49.  77.]],-9.861397712203859,-9.844690365691664,-9.837530096794048
[[ 54.  72.]],-9.89858316557772,-9.887764792711637,-9.887627339981467
[[ 61.  65.]],-9.891343731754056,-9.887933870346053,-9.888031028224033
[[ 59.  32.]],-9.886130286941542,-9.886813927971408,-9.895996442665275
[[ 58.  29.]],-9.86541681842518,-9.876306172590317,-9.88841001205854
[[ 56.  29.]],-9.902261784293364,-9.902732018552907,-9.901755509841117
[[ 57.  61.]],-9.954637162009602,-9.957603274228973,-9.954548076888939
[[ 60.  53.]],-9.950858356851938,-9.95068756715184,-9.95103568088509
[[ 20.  29.]],-9.948208916046287,-9.948287462771447,-9.948267031925225
[[ 21.  71.]],-9.8487843042119,-9.85199857300977,-9.835263032284956
[[ 45.  76.]],-9.912665334803108,-9.902548454355514,-9.894881670824244
[[ 15.  29.]],-9.916413696122527,-9.92365596189144,-9.921827118574916
[[  8.  37.]],-9.885816312624806,-9.885364640980491,-9.8857487224029
[[  6.  40.]],-9.868032607917682,-9.868566976520961,-9.867930913480851
[[  6.  44.]],-9.872452854723504,-9.872120138838909,-9.872172633752262
[[  5.  47.]],-9.848253931973085,-9.84839819299449,-9.84817796918111
[[  5.  49.]],-9.845286579950312,-9.845507931061393,-9.84524784149074
[[ 22.  26.]],-9.941092259954752,-9.943078358177342,-9.941124189459089
[[ 20.  27.]],-9.937060444477499,-9.939166210663178,-9.937591737083755
[[ 18.  29.]],-9.936876945167727,-9.936707778636238,-9.93663699285606
[[ 17.  31.]],-9.940528009540524,-9.940940159091273,-9.940799220580503
[[ 61.  61.]],-9.922716584270386,-9.92643455768017,-9.922922692034808
[[ 58.  69.]],-9.889960909533581,-9.885956176422244,-9.88045722546588
[[ 64.  62.]],-9.863195020723026,-9.863103425094364,-9.862939751864195
[[ 65.  60.]],-9.870143068222816,-9.858620103462602,-9.858692081183
[[ 44.  17.]],-9.858630497904835,-9.862543069304964,-9.86344903179272
[[ 36.  16.]],-9.883875193998856,-9.884315271366154,-9.89085913512508
[[ 31.  17.]],-9.898297861164266,-9.90301958015253,-9.89823942224622
[[ 28.  17.]],-9.891991136057332,-9.892748771943008,-9.906790944406527
[[ 26.  19.]],-9.906779707319195,-9.90687556351423,-9.908090281302547
[[ 21.  21.]],-9.898121526465728,-9.899665750431398,-9.898287063585505
[[ 17.  24.]],-9.895214322227744,-9.896790095453024,-9.89563020774222
[[  6.  42.]],-9.870004853302056,-9.870040335235176,-9.870067924240642
[[  9.  61.]],-9.801361942686539,-9.795496440773196,-9.779820598210174
[[ 17.  69.]],-9.801098331822574,-9.795939468243287,-9.761223088872264
[[ 21.  73.]],-9.83012498755073,-9.768199756246325,-9.730241093715787
[[ 27.  77.]],-9.7943336543326,-9.808080515127024,-9.723200725607915
[[ 70.  59.]],-9.710653742190608,-9.712808514176233,-9.70897684376127
[[ 72.  47.]],-9.574703750327023,-9.6006090316484,-9.60310207409271
[[ 71.  42.]],-9.519132009763217,-9.524222616075347,-9.549110356290836
[[ 70.  40.]],-9.521839205212213,-9.5487837475745,-9.566913325158737
[[ 67.  35.]],-9.666546153612249,-9.61118979861668,-9.62771950374519
[[ 36.  12.]],-9.76226788422031,-9.817097584124044,-9.785837212908987
[[ 31.  13.]],-9.816815063580147,-9.81694531468756,-9.818775101848008
[[ 17.  76.]],-9.54464095487441,-9.574066228123712,-9.491134342396826
[[ 29.  82.]],-9.546776467644888,-9.539738561449516,-9.460310049773184
[[ 42.  82.]],-9.715145712856684,-9.71120548301502,-9.608492586176977
[[ 44.  83.]],-9.652327375120203,-9.61941752837051,-9.437607513111704
[[ 47.  83.]],-9.607440027410302,-9.519578779029754,-9.600496738495696
[[ 54.  81.]],-9.565440640865953,-9.50173723997566,-9.402649700137816
[[ 57.  79.]],-9.656660096607123,-9.56613127703308,-9.486492021078746
[[ 59.  78.]],-9.596555865014182,-9.547178957104627,-9.532591527082923
[[ 71.  67.]],-9.49989955635576,-9.500457789075684,-9.497099381465857
[[ 72.  66.]],-9.488159213672443,-9.487866913934702,-9.487349081562554
[[ 73.  64.]],-9.483713237740664,-9.486755905412966,-9.48409039853995
[[ 74.  62.]],-9.48485911021865,-9.471659901325348,-9.468755481905117
[[ 75.  60.]],-9.428850000669346,-9.425968548495156,-9.42716392114132
[[ 76.  58.]],-9.38749223869084,-9.432161993246547,-9.389633692370714
[[ 76.  56.]],-9.412816767291037,-9.424388011355985,-9.422175557576072
[[ 77.  55.]],-9.279941293753748,-9.283386068907136,-9.280393093957782
[[ 77.  53.]],-9.319625591776802,-9.330716507418265,-9.317642474535146
[[ 77.  47.]],-9.170070580318301,-9.171270982517788,-9.175214479300381
[[ 76.  43.]],-9.093625550155801,-9.073028365372368,-9.067767985738364
[[ 75.  39.]],-8.804139500915348,-8.927000031453455,-8.962397717887939
[[ 72.  33.]],-8.502275621443106,-8.702485651433157,-8.78668608389162
[[ 67.  29.]],-8.822416986534892,-9.156357429789038,-8.880006127157786
[[ 65.  27.]],-8.96046908266857,-8.99709759728001,-9.190404703086024
[[ 64.  26.]],-8.791490689746059,-9.104115819618453,-9.086320396305164
[[ 59.  21.]],-8.941118655395211,-8.991714881711049,-9.152608854655721
[[ 57.  19.]],-9.005078452700003,-9.004343538331106,-9.003330311692203
[[ 54.  18.]],-9.324922497266344,-9.32286026737721,-9.477888888509082
[[ 52.  16.]],-9.242079522613961,-9.313546000370243,-9.522805938719717
[[ 49.  15.]],-9.535317734448515,-9.548905299107533,-9.547479185866662
[[ 46.  14.]],-9.663982419237918,-9.680642154258976,-9.675796687266905
[[ 44.  14.]],-9.74934214187724,-9.75064695209825,-9.788489924310884
[[ 38.  14.]],-9.815592528620446,-9.8394914832005,-9.854833885395372
[[ 35.  13.]],-9.80394361714824,-9.805617386576255,-9.82604794668312
[[ 32.  13.]],-9.818685685159283,-9.820823658540554,-9.842823157911283
[[ 10.  27.]],-9.856693017758202,-9.856867343203133,-9.858094482952326
[[  2.  38.]],-9.804847896427226,-9.805281619738947,-9.805513903430487
[[  1.  41.]],-9.793100258331867,-9.793871574527916,-9.793442036118053
[[  0.  42.]],-9.77133384229003,-9.771753549457687,-9.779542839598141
[[  0.  44.]],-9.780162431834114,-9.779899266261157,-9.779332231371713
[[  0.  45.]],-9.775293910277153,-9.772245181099752,-9.773848327279426
[[ 29.  84.]],-9.416029657664987,-9.352284499791685,-9.285187223906924
[[ 32.  86.]],-9.309856402633343,-9.31602429945792,-9.144794743929586
[[ 35.  86.]],-9.371407782803578,-9.310778033869127,-9.186313896376923
[[ 49.  84.]],-9.386652286733986,-9.302419962209699,-9.21874037965541
[[ 61.  79.]],-9.385369256054826,-9.132992144902897,-8.968567775613383
[[ 63.  78.]],-9.368877456326356,-9.17104129082761,-8.898954900414926
[[ 67.  73.]],-9.502240867629274,-9.42104981605468,-9.443816786212
[[ 69.  72.]],-9.389214279777061,-9.261751070719903,-9.131302084681518
[[ 71.  71.]],-9.341367206814363,-9.240599076550364,-8.89021628586385
[[ 72.  69.]],-9.306087503800708,-9.252801882851953,-9.18143314408693
[[ 74.  68.]],-9.133678763186088,-9.05325437805264,-8.858285996319687
[[ 75.  67.]],-9.180964456909868,-9.074556226548578,-8.950902854282392
[[ 76.  65.]],-9.170902703255576,-9.151393637013149,-9.148528402026994
[[ 78.  62.]],-9.131648896808748,-9.116808370612787,-9.116823075780708
[[ 80.  56.]],-9.071515368205144,-9.070217805423516,-9.066134972776435
[[ 81.  55.]],-8.979009140783791,-8.965594047587093,-8.973674359823749
[[ 81.  53.]],-8.938805020551538,-8.940046057703821,-8.976753003988613
[[ 82.  51.]],-8.749764264406021,-8.74705781890871,-8.745831957151697
[[ 82.  50.]],-8.711904005173581,-8.710918503989415,-8.712003722603145
[[ 82.  49.]],-8.646161455615092,-8.706832864412934,-8.716875093659793
[[ 81.  45.]],-8.406158680539702,-8.514912814537473,-8.406916865157804
[[ 80.  43.]],-8.352831748542119,-8.5300600076508,-8.475081563899288
[[ 78.  40.]],-8.385181249449964,-8.390356198321106,-8.508926294393357
[[ 77.  38.]],-8.320636085155925,-8.324709736959509,-8.443016646530744
[[ 74.  34.]],-8.544610795636414,-8.529090419943717,-8.52789456910251
[[ 73.  32.]],-8.30774945804131,-8.26195109209741,-8.458045194566502
[[ 71.  30.]],-8.46854789511051,-8.331501709636331,-8.32656926557962
[[ 70.  29.]],-8.356388136805561,-8.363199696213726,-8.353417848013017
[[ 68.  28.]],-8.470635134040583,-8.471765402252254,-8.477369092043778
[[ 66.  26.]],-8.471209974886575,-8.499978673462707,-8.523987996685339
[[ 64.  25.]],-8.679301857893407,-8.699771659858639,-9.058259794480565
[[ 60.  21.]],-8.632497017237048,-8.857780999711483,-8.691195394945716
[[ 50.  16.]],-9.590608512210194,-9.599596320860435,-9.606567803281989
[[ 45.  13.]],-9.52499718637366,-9.522834018766867,-9.590448788478898
[[ 42.  12.]],-9.628458819364733,-9.678905656031436,-9.635053887133015
[[ 36.  11.]],-9.727178363795947,-9.752130704212394,-9.728783429357467
[[ 33.  12.]],-9.769844337473515,-9.77735016867159,-9.783567339882943
[[ 30.  11.]],-9.756372563016608,-9.755536514916736,-9.755770434332034
[[ 27.  12.]],-9.770797995506747,-9.77509197368851,-9.825008364525956
[[ 24.  12.]],-9.790310455675744,-9.790548827420057,-9.791001327841238
[[ 21.  14.]],-9.813928441003972,-9.823930874897696,-9.838404700352658
[[ 16.  17.]],-9.826900254913307,-9.827417764056307,-9.828176797377044
[[  9.  21.]],-9.803135252370645,-9.80272715526329,-9.802931155599284
[[  7.  24.]],-9.809150985936686,-9.808559602637533,-9.817676911448906
[[  5.  25.]],-9.795888383896653,-9.796408901352248,-9.796677884870409
[[ 44.  81.]],-9.791104541820395,-9.738195425607069,-9.720789819009527
[[ 56.  77.]],-9.73459771634154,-9.73386039824295,-9.7328788675084
[[ 58.  75.]],-9.746849992368217,-9.74690335277251,-9.747364338708172
[[ 63.  71.]],-9.77223898389446,-9.736542027772153,-9.730113206825155
[[ 67.  66.]],-9.740942476785591,-9.73752714829473,-9.726912585047929
[[ 71.  59.]],-9.678107439787096,-9.67991064223565,-9.695013379923733
[[ 69.  38.]],-9.532312274238382,-9.536026045410471,-9.561235670703908
[[ 64.  30.]],-9.498338391763962,-9.493762264340353,-9.548032686185477
[[ 55.  23.]],-9.830722021283428,-9.817570170936145,-9.820628942213542
[[ 50.  21.]],-9.863801241405293,-9.880766667175523,-9.889482986619397
[[ 41.  18.]],-9.894448219216446,-9.89527444473898,-9.905899324677259
[[ 38.  17.]],-9.892182941150113,-9.892612345389574,-9.89320592938783
[[ 36.  17.]],-9.900459734783514,-9.902001058981028,-9.901736238740758
[[ 33.  17.]],-9.895882359124787,-9.897828695054413,-9.898002971477784
[[ 26.  17.]],-9.886325424678644,-9.886494683032373,-9.887126044996473
[[ 14.  22.]],-9.852757657805297,-9.85295424352518,-9.85334358427932
[[ 12.  23.]],-9.843665680169506,-9.843526626074313,-9.845829987532849
[[ 10.  24.]],-9.83428273374822,-9.834252320444712,-9.834318138401931
[[  8.  27.]],-9.835579671745544,-9.837692993128332,-9.836864255458194
[[  7.  29.]],-9.841249710097008,-9.842146963771544,-9.84173933847594
[[  5.  30.]],-9.825071677426994,-9.82460887211468,-9.82530780633232
[[  3.  35.]],-9.814406252263126,-9.814272346686813,-9.824095952905683
[[  2.  36.]],-9.799969329817497,-9.805229034082894,-9.800618357915598
[[  0.  38.]],-9.755458972117662,-9.759157940956088,-9.773846984515405
[[  9.  71.]],-9.389772168084393,-9.47999018261095,-9.42093461642275
[[ 11.  73.]],-9.471213051198884,-9.389115335605227,-9.410140798573268
[[ 13.  75.]],-9.429204166411996,-9.414597633399998,-9.328068375485534
[[ 15.  78.]],-9.301062232685128,-9.220426896428602,-8.615197844090964
[[ 17.  79.]],-9.314069411337572,-9.179339045034537,-9.2631848438519
[[ 24.  83.]],-9.398112209367858,-9.374172038115956,-9.298494056834288
[[ 27.  85.]],-9.251230163350163,-9.257644255828412,-9.310168351322343
[[ 39.  88.]],-9.080935618207905,-9.176025668236562,-9.102271405713548
[[ 48.  88.]],-8.91557950772573,-8.817293761418943,-8.664756894230381
[[ 51.  86.]],-8.915272526248273,-8.831757538360431,-8.904909581923324
[[ 59.  83.]],-8.847879073148716,-8.792443479780989,-8.343306553800959
[[ 72.  70.]],-9.199158423734607,-9.248983802760732,-8.910520950503383
[[ 75.  66.]],-9.168100264108526,-9.199965232007326,-9.133988858914712
[[ 79.  61.]],-9.147663028836746,-9.027592503407961,-9.030774790293233
[[ 80.  60.]],-9.047855218786905,-9.007412925162004,-9.008896499048195
[[ 81.  58.]],-8.934472016575027,-8.935229681324019,-8.945271691501611
[[ 82.  57.]],-8.84508205211715,-8.844475568351488,-8.842710024812094
[[ 82.  53.]],-8.803934619317006,-8.792478524625473,-8.791680458579178
[[ 83.  52.]],-8.66019514957193,-8.661696558097468,-8.660960455965109
[[ 83.  48.]],-8.426821612225162,-8.56829655480878,-8.441601607374329
[[ 82.  45.]],-8.354078616361097,-8.412912850437541,-8.433043967519646
[[ 82.  44.]],-8.26310710040611,-8.270068742403682,-8.282697286914207
[[ 81.  43.]],-8.263027175095234,-8.448773999703166,-8.332665595565352
[[ 79.  39.]],-8.018639532519027,-8.205213348807579,-8.317343243502842
[[ 77.  37.]],-8.25732036750271,-8.262650895296067,-8.339963733153922
[[ 76.  34.]],-7.909430534650728,-8.111863327866537,-8.08304379279499
[[ 75.  34.]],-8.096248251903157,-8.196687675942433,-8.147946667987076
[[ 72.  30.]],-8.003759166217629,-8.080087262303872,-8.072919526033159
[[ 64.  23.]],-8.299428201385464,-8.37138961266918,-8.572997677410994
[[ 62.  21.]],-8.136424771591043,-8.150392426520776,-8.141059409756048
[[ 60.  18.]],-7.757342576604217,-7.799867503541358,-7.8095548370822705
[[ 55.  15.]],-7.800888426765478,-7.818842778449737,-7.858725994456552
[[ 52.  14.]],-8.042481562716317,-8.18667216773511,-8.15533657780681
[[ 43.  11.]],-9.408658388790649,-9.510985003438881,-9.565314511914536
[[ 40.  11.]],-9.66554909715883,-9.668589123295034,-9.665798180824897
[[ 37.  11.]],-9.732531897352807,-9.733114367803294,-9.735763249427784
[[ 29.  14.]],-9.844635375017011,-9.847923270530805,-9.871480381501572
[[ 21.  16.]],-9.850122038530916,-9.850163879179703,-9.850576428213595
[[ 18.  18.]],-9.852659462298869,-9.852849888981439,-9.858519936572225
[[ 13.  20.]],-9.828489901373047,-9.828721950872996,-9.828919738754175
[[ 11.  21.]],-9.820140339078133,-9.820081717602967,-9.819850099101092
[[  9.  24.]],-9.823688445212767,-9.824790093472986,-9.823704278130274
[[  7.  25.]],-9.812351539788024,-9.81226103186956,-9.812352869672072
[[  6.  27.]],-9.811634319367828,-9.81145169043108,-9.825148453963457
[[  4.  28.]],-9.796482682689367,-9.796342412631766,-9.800269295900245
[[  2.  30.]],-9.784382284475248,-9.777016055659187,-9.774282238446837
[[  1.  32.]],-9.774974955170617,-9.773555827543383,-9.774365275608957
[[  0.  35.]],-9.778830510418867,-9.740088669685603,-9.770014102374011
[[ 25.  82.]],-9.476119099302725,-9.44380361620452,-9.393408637721137
[[ 41.  84.]],-9.537852625058823,-9.576546167980672,-9.30797856632286
[[ 46.  82.]],-9.679029499178947,-9.694204553055775,-9.576118876395734
[[ 51.  80.]],-9.688574104282607,-9.735749726721902,-9.641021192985368
